UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	13
0	13
37	18
0	13
0	12
0	2
0	4
0	7
0	9
1	4
5	205
0	199
0	0
0	0
0	271
11	413
6	40
0	223
0	12
0	9
32	410
0	83
0	0
0	0
0	0
6	3
0	2
0	3
0	2
0	2
0	4
4	256
0	2
0	2
0	38
0	250
0	11
0	140
0	2
0	46
0	6
0	13
0	38
0	3
0	73
0	0
0	1
0	21
0	21
0	21
0	2
0	0
0	10
0	10
0	3
0	21
0	1
0	0
0	5
0	0
0	0
0	0
0	31
0	0
0	0
0	0
0	0
63	253
0	17
0	0
0	166
0	47
1	0
0	7
0	241
1	241
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
68	0
0	8
0	8
0	0
0	1
0	4
1	231
1732	291
1	7
0	4
0	0
0	0
0	0
0	8
0	9
0	10
0	1
0	8
0	8
0	8
0	0
0	1
0	7
0	0
1	2
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
5	21
0	2
0	2
0	6
0	1
1	6
0	6
0	2
0	6
0	2
0	2
1	19
0	0
1	0
0	0
0	0
0	0
1	0
1	0
0	0
0	0
0	9
0	3
0	4
0	0
0	3
0	0
0	0
0	2
0	1
0	0
40	18
1	0
0	5
0	2
0	4
0	3
0	11
0	2
5	94
2	21
0	1
0	6
0	16
3	101
0	21
0	21
1	0
0	51
0	7
0	0
0	1
0	0
0	0
0	0
0	0
0	1
0	6
0	6
0	1
0	0
0	6
0	0
0	0
0	0
0	1
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	115
1	37
65	37
1	0
0	0
0	0
0	0
0	17
0	4
0	16
0	2
0	0
0	0
0	0
4	9
0	9
0	0
0	0
0	0
0	0
0	0
0	0
1	123
0	10
3	123
0	4
0	0
0	0
0	0
0	0
0	0
0	0
182	86
2	12
0	45
3	59
0	0
0	0
0	0
3	0
0	9
0	0
4	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
16	126
0	126
0	14
0	14
1	0
0	0
2	0
0	0
0	0
15	67
7	67
0	0
0	3
0	3
0	1
0	0
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	163
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
1	215
0	13
0	3
73	212
0	2
0	10
0	0
0	0
0	0
