UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
7	2
0	1
0	4
0	0
0	0
0	2
0	1
0	1
3	38
1	38
0	0
0	0
0	48
0	75
1	5
0	47
0	3
0	1
3	66
0	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	50
0	0
0	0
0	14
0	49
0	3
0	29
0	1
0	8
0	1
0	2
0	9
2	0
0	11
0	0
0	0
0	15
0	15
0	15
0	0
0	0
0	12
0	11
0	2
0	15
0	0
0	2
0	2
0	1
0	0
0	0
0	97
0	0
0	0
0	0
0	0
21	53
0	2
0	0
0	26
0	9
1	0
0	0
0	49
0	50
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
13	0
3	40
0	39
0	0
0	3
0	33
0	87
272	60
0	2
0	1
0	0
0	0
0	0
0	5
0	6
0	6
0	1
0	4
0	5
0	5
0	0
0	0
0	5
0	0
0	2
0	1
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
2	14
0	0
0	0
0	1
0	0
0	1
0	1
0	0
0	1
0	0
0	0
0	14
0	0
2	0
2	0
0	0
0	0
0	0
0	2
0	0
0	0
0	4
0	0
0	0
0	0
0	1
0	0
0	0
0	1
0	0
0	0
135	79
1	0
0	38
0	19
0	10
0	9
0	26
0	5
5	24
0	12
0	2
0	6
0	10
3	24
0	10
0	10
0	0
0	10
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	1
0	1
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	110
0	9
13	9
0	0
0	0
0	0
0	0
1	8
0	5
0	5
1	5
0	0
0	0
0	0
6	4
0	4
0	0
0	0
0	0
0	0
1	0
0	0
0	27
0	6
1	27
0	1
0	0
3	1
0	1
0	0
0	0
0	0
31	12
0	4
0	8
1	4
0	0
0	0
0	0
0	0
0	7
0	1
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
47	281
0	281
0	32
0	33
0	0
0	0
0	0
0	0
0	0
4	14
0	14
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
13	31
0	3
0	0
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	79
0	3
0	4
39	77
0	4
0	4
0	0
0	0
0	0
0	0
